month,company,industry,region,segment,product,account_owner,acquisition_channel,mrr_usd,arr_usd,monthly_logins,features_used,support_tickets,nps_score,months_as_customer,status
2024-11-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,31771,381252,110,6,13,32,22,Active
2024-12-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,29856,358272,106,6,12,,23,Active
2025-01-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,31501,378012,93,7,15,35,24,Active
2025-02-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,31712,380544,131,7,12,14,25,Active
2025-03-01,ProHealth Systems,Healthcare,North America,Enterprise,AI Copilot,Carol Williams,Partner,31293,375516,114,5,15,15,26,Active
2023-05-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3613,43356,40,13,7,,1,Active
2023-06-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3718,44616,59,16,8,71,2,Active
2023-07-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3722,44664,36,16,8,,3,Active
2023-08-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3941,47292,44,15,6,72,4,Active
2023-09-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4017,48204,57,12,6,,5,Active
2023-10-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3809,45708,38,16,10,62,6,Active
2023-11-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4260,51120,43,16,4,52,7,Active
2023-12-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,3953,47436,41,14,10,73,8,Active
2024-01-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4098,49176,59,13,7,72,9,Active
2024-02-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4230,50760,62,15,8,75,10,Active
2024-03-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4300,51600,34,15,4,,11,Active
2024-04-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4418,53016,48,11,10,72,12,Active
2024-05-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4130,49560,34,13,7,,13,Active
2024-06-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4181,50172,33,11,7,55,14,Active
2024-07-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4407,52884,25,11,7,53,15,Active
2024-08-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4972,59664,32,15,10,,16,Active
2024-09-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,5091,61092,27,12,8,,17,Active
2024-10-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4695,56340,52,14,4,46,18,Active
2024-11-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,5199,62388,22,13,10,71,19,Active
2024-12-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4276,51312,22,16,9,52,20,Active
2025-01-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,5319,63828,44,13,5,,21,Active
2025-02-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,5107,61284,41,12,4,71,22,Active
2025-03-01,FabriTech,Manufacturing,Latin America,Mid-Market,AI Copilot,Bob Smith,Inbound,4843,58116,40,14,9,61,23,Active
2023-07-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1518,18216,35,13,0,46,1,Active
2023-08-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1555,18660,43,14,5,52,2,Active
2023-09-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1601,19212,6,17,0,55,3,Active
2023-10-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1568,18816,10,15,2,47,4,Active
2023-11-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1660,19920,33,17,0,41,5,Active
2023-12-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1647,19764,9,17,3,43,6,Active
2024-01-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1696,20352,9,16,4,54,7,Active
2024-02-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1691,20292,9,15,0,54,8,Active
2024-03-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1848,22176,36,13,1,,9,Active
2024-04-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1742,20904,5,16,2,64,10,Active
2024-05-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1895,22740,33,14,0,35,11,Active
2024-06-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1925,23100,10,16,4,50,12,Active
2024-07-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2069,24828,35,12,4,58,13,Active
2024-08-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2094,25128,17,15,1,,14,Active
2024-09-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1751,21012,14,12,5,44,15,Active
2024-10-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2129,25548,23,15,4,38,16,Active
2024-11-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2193,26316,5,12,5,39,17,Active
2024-12-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,1951,23412,31,16,1,63,18,Active
2025-01-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2001,24012,24,13,0,,19,Active
2025-02-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2382,28584,20,15,4,,20,Active
2025-03-01,DigitalEdge Media,Retail,Europe,SMB,Integration Hub,Bob Smith,Outbound,2323,27876,13,12,0,57,21,Active
2023-03-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5509,66108,71,9,4,35,1,Active
2023-04-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5668,68016,100,12,3,48,2,Active
2023-05-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5887,70644,88,11,3,47,3,Active
2023-06-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5811,69732,82,10,1,,4,Active
2023-07-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5758,69096,102,11,0,25,5,Active
2023-08-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6060,72720,97,10,5,30,6,Active
2023-09-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6355,76260,87,8,1,33,7,Active
2023-10-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6279,75348,102,12,2,37,8,Active
2023-11-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,5971,71652,95,11,2,,9,Active
2023-12-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6432,77184,74,10,4,45,10,Active
2024-01-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6125,73500,93,7,3,42,11,Active
2024-02-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7128,85536,105,11,4,34,12,Active
2024-03-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7031,84372,96,9,1,51,13,Active
2024-04-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7401,88812,96,9,3,,14,Active
2024-05-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7381,88572,90,12,2,28,15,Active
2024-06-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7587,91044,81,7,1,36,16,Active
2024-07-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7334,88008,90,12,0,26,17,Active
2024-08-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7340,88080,93,7,1,44,18,Active
2024-09-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,6820,81840,92,8,2,51,19,Active
2024-10-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,8040,96480,73,10,0,54,20,Active
2024-11-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,8297,99564,95,10,4,43,21,Active
2024-12-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,8891,106692,67,11,4,,22,Active
2025-01-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,8738,104856,97,11,5,54,23,Active
2025-02-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,8501,102012,78,12,5,29,24,Active
2025-03-01,CoreData Financial,Financial Services,North America,Mid-Market,Data Connector,Eva Martinez,Event,7807,93684,105,11,1,,25,Active
